	University	Pedestrian	Neighbourhood	City	County	State	Country	Country_code	Road	Postcode	Footway	Suburb	Address29	Cycleway	Clothes	House_number	Hamlet	School	Town	Locality	Parking	Hospital	Village	Museum	College	Park	Convenience	Library	Attraction	Residential	Bicycle_parking	Building	City_district	Industrial	Commercial	Station	University	Subject	Stipend	LW Ratio	Academic Year	Program Year
4437					Grafton County	New Hampshire	USA	us	Tuck Mall	03755								Dartmouth College	Hanover																		Dartmouth College	Computer Science	21150	0.85	2015-2016	1st
4438	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	Computer Science	23000	1.01	2015-2016	1st
4439	Vanderbilt University			Nashville-Davidson	Davidson County	Tennessee	USA	us	Garland Avenue	37212																											Vanderbilt University	Computer Science	27000	1.18	2015-2016	1st
4440	UMass Amherst				Hampshire	Massachusetts	USA	us	Hicks Way	01003									Amherst																		University of Massachusetts - Amherst 	Computer Science	26000	1.38	2013-2014	1st
4441	University of Virginia			Charlottesville		Virginia	USA	us	Emmet Street North	22901																											University of Virginia 	Computer Science	23000	1.01	2015-2016	1st
4442				West Lafayette	Tippecanoe County	Indiana	USA	us	Central Drive	47907						500												Siegesmund Engineering Library									Purdue University - West Lafayette	electrical and computer engineering	21300	1.01	2015-2016	1st
4443	University of Virginia			Charlottesville		Virginia	USA	us	Emmet Street North	22901																											University of Virginia 	MAE	21000	1.07	2014-2015	1st
4444	UCSD		University Center	San Diego	San Diego County	California	USA	us	Gilman Drive	92093		Torrey Pines				9500																					University of California - San Diego 	Scripps Institution of Oceanography	30000	1.27	2012-2013	5th
4445	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Microbiology and Immunology	28500	1.52	2014-2015	6th and up
4446	University of Chicago		Woodlawn	Chicago	Cook County	Illinois	USA	us	South Ellis Avenue	60637																											University of Chicago 	Phd Public Policy	23900	0.99	2015-2016	1st
4447	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Physics	28500	1.38	2015-2016	1st
4448			East End	Rochester	Monroe County	New York	USA	us	University Avenue	14607						500								Memorial Art Gallery													University of Rochester 	Institute of Optics	27980	1.53	2012-2013	5th
4449	University of Pittsburgh			PGH	Allegheny County	Pennsylvania	USA	us	Sutherland Drive	15240		West Oakland																									University of Pittsburgh	GSPH/EOH	23500	1.36	2011-2012	5th
4450	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Political Science	25000	1.04	2014-2015	6th and up
4451	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Political Science	29000	1.21	2010-2011	2nd
4452	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Political Science	29000	1.21	2009-2010	1st
4453	University of Virginia			Charlottesville		Virginia	USA	us	Emmet Street North	22901																											University of Virginia 	Microbiology	19400	0.99	2002-2003	1st
4454	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Cell and Molecular Biology	25000	1.33	2007-2008	1st
4455	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	GMCB	30800	1.3	2014-2015	4th
4456	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Electrical and Computer Engineering	28600	1.29	2015-2016	1st
4457	University of Delaware			Newark	New Castle County	Delaware	USA	us	South College Avenue	19713																											University of Delaware 	Sociology	16900	0.75	2014-2015	3rd
4458	BGSU		Greek Housing	Bowling Green	Wood County	Ohio	USA	us	East Wooster Street	43403-0001						1001																					Bowling Green State University 	Psychology	11900	0.63	2015-2016	2nd
4459	Texas Tech University		South Overton	Lubbock	Lubbock County	Texas	USA	us	Broadway Street	79409						2500																					Texas Tech University 	Personal Financial Planning	18350	1.12	2014-2015	2nd
4460	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Music	26580	1.41	2014-2015	1st
4461	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Fuqua/ Finance	2100	0.11	2014-2015	2nd
4462	University of Georgia		Five Points	Athens-Clarke County Unified Government	Athens-Clarke County	Georgia	USA	us	East Campus Road	30602																											University of Georgia 	Integrated Life Sciences	25000	1.39	2014-2015	1st
4463	Columbia University	College Walk		NYC	New York County	New York	USA	us		10027		Manhattan																									Columbia University 	Physics	33792	1.27	2014-2015	1st
4464	University of Northern Colorado				Weld County	Colorado	USA	us	20th Street	80639									Greeley																		University of Northern Colorado 	Chemistry	22000	1.25	2014-2015	5th
4465			La Jolla Farms	San Diego	San Diego County	California	USA	us	North Torrey Pines Road	92093-0068		Torrey Pines	Scripps Research Institute			10666																					Scripps Research Institute 	Chemistry	30000	1.27	2014-2015	5th
4466	University of California - Los Angeles (Westwood)	Bruin Walk	Westwood Village	LA	Los Angeles County	California	USA	us		90095		Westwood																									University of California - Los Angeles 	Astronomy	30706	1.3	2013-2014	5th
4467	University of California - Los Angeles (Westwood)	Bruin Walk	Westwood Village	LA	Los Angeles County	California	USA	us		90095		Westwood																									University of California - Los Angeles 	Astronomy	30706	1.3	2013-2014	6th and up
4468					Santa Barbara County	California	USA	us		93106									Isla Vista	UCSB																	University of California - Santa Barbara 	materials	28800	1.17	2014-2015	2nd
4469			Five Points	Atlanta	Fulton County	Georgia	USA	us	Courtland Street Southeast	30303								Georgia State University																			Georgia State University 	History	9000	0.43	2014-2015	6th and up
4470	North Carolina State University			Raleigh	Wake County	North Carolina	USA	us	I 440;US 1	27606		Westover																									North Carolina State University 	Civil Engineering	-469	-0.02	2013-2014	4th
4471	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	Economics	35000	1.59	2014-2015	1st
4472	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Biomedical Engineering	23501	1.12	2013-2014	6th and up
4473	University of Colorado Denver		Auraria	Denver	Denver County	Colorado	United States of America	us	Lawrence Way	80217																											University of Colorado - Denver 	CLINICAL HEALTH PSYCHOLOGY	15000	0.78	2014-2015	1st
4474	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Art,  Art History & Visual Studies	4	0.0	2013-2014	6th and up
4475	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Art,  Art History & Visual Studies	16481	0.88	2013-2014	5th
4476	University of Iowa			Iowa City	Johnson County	Iowa	USA	us	Hawkeye Court	52246																											University of Iowa 	Psychology	23000	1.29	2014-2015	1st
4477	University of Oregon			Eugene	Lane County	Oregon	USA	us	Autzen Service Road	97403-5274		College Hill																									University of Oregon 	Psychology	24000	1.37	2014-2015	6th and up
4478	North Carolina State University			Raleigh	Wake County	North Carolina	USA	us	I 440;US 1	27606		Westover																									North Carolina State University 	Immunology	19800	0.94	2014-2015	3rd
4479	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Romance	27000	1.44	2014-2015	1st
4480				Naples	Collier County	Florida	USA	us	Bahia Point	34103								Walden University																			Walden University	phd leadership 	34000	1.48	2015-2016	1st
4481	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Electrical and Computer Engineering	48083	2.29	2014-2015	2nd
4482	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Fuqua School of Business	28700	1.53	2014-2015	1st
4483	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Medical Physics	29420	1.56	2014-2015	4th
4484				Urbana	Champaign County	Illinois	USA	us	South Mathews Avenue	61801											B-3																University of Illinois - Urbana- Champaign 	Molecular and Cellular Biology	24000	1.39	2014-2015	2nd
4485	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Immunology	29420	1.56	2014-2015	2nd
4486	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Physics	28000	1.49	2014-2015	2nd
4487	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Medical Physics	33000	1.75	2014-2015	2nd
4488	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Economics	30000	1.6	2014-2015	2nd
4489	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Mechanical Engineering and Materials Science	27900	1.48	2014-2015	1st
4490	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Cell Biology	29016	1.54	2014-2015	3rd
4491	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Pharmacology and Cancer Biology	27520	1.46	2014-2015	3rd
4492	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Romance Studies	26000	1.38	2014-2015	2nd
4493	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Religion	25955	1.38	2014-2015	2nd
4494	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Chemistry	27580	1.47	2014-2015	2nd
4495	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Music	21580	1.15	2014-2015	4th
4496	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Music	21580	1.15	2013-2014	3rd
4497	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Chemistry	37000	1.97	2014-2015	3rd
4498	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Economics	19500	1.04	2013-2014	5th
4499	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Economics	15500	0.82	2014-2015	6th and up
4500	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Sociology	27080	1.44	2014-2015	1st
4501	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	English	22110	1.18	2014-2015	1st
4502	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Cognitive Neuroscience Admitting Program	29420	1.56	2014-2015	1st
4503	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Mechanical Engineering 	29000	1.54	2014-2015	3rd
4504	Northwestern University		Downtown	Evanston	Cook County	Illinois	USA	us	Haven Street	60201																											Northwestern University 	DGP (Life Sciences)	27780	1.27	2014-2015	5th
4505	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Pharmacology & Cancer Biology/Graduate School	29419	1.56	2014-2015	5th
4506	Virginia Commonwealth University			Richmond City		Virginia	USA	us	South Laurel Street	23220		Oregon Hill																									Virginia Commonwealth University 	Education	23000	1.06	2014-2015	3rd
4507	University of California, Irvine			Irvine	Orange County	California	USA	us	East Peltason Drive	92612		Turtle Rock																									University of California - Irvine 	Education	16200	0.59	2013-2014	5th
4508	Virginia Commonwealth University			Richmond City		Virginia	USA	us	South Laurel Street	23220		Oregon Hill																									Virginia Commonwealth University 	Education	23000	1.06	2014-2015	2nd
4509	Virginia Commonwealth University			Richmond City		Virginia	USA	us	South Laurel Street	23220		Oregon Hill																									Virginia Commonwealth University 	Microbiology & Immunology	24100	1.12	2014-2015	6th and up
4510	Vanderbilt University			Nashville-Davidson	Davidson County	Tennessee	USA	us	Garland Avenue	37212																											Vanderbilt University	Biomedical Informatics	28500	1.44	2014-2015	1st
4511	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	BBS	2884	0.11	2014-2015	3rd
4512	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	BBS	33500	1.27	2014-2015	3rd
4513	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	Materials Science & Engineering	30413	1.19	2013-2014	3rd
4514	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	BBS	34583	1.31	2014-2015	3rd
4515	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	Division of Medical Sciences/ Biological & Biomedical Sciences	34608	1.32	2014-2015	3rd
4516	Worcester Polytechnic Institute		Lincoln Square	Worcester	Worcester	Massachusetts	USA	us	Institute Road	01609						100																					Worcester Polytechnic Institute 	Chemistry and Biochemistry	23970	1.18	2014-2015	3rd
4517				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	The Integrative Molecular and Biomedical Sciences Graduate Program	29000	1.51	2013-2014	4th
4518	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Mechanical Engineering	35000	1.4	2013-2014	5th
4519	California Institute of Technology	San Pasqual Walk	Madison Heights	Pasadena	Los Angeles County	California	USA	us		91126																											California Institute of Technology 	Biology	29000	1.23	2014-2015	5th
4520	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Cell Biology and Physiology	27500	1.46	2014-2015	3rd
4521	Rice University			Houston	Harris County	Texas	USA	us	Stockton Drive	77005-1890																											Rice University	Mathematics	22466	1.17	2014-2015	5th
4522				Urbana	Champaign County	Illinois	USA	us	South Mathews Avenue	61801											B-3																University of Illinois - Urbana- Champaign 	Chemistry	23000	1.33	2014-2015	5th
4523				Louisville	Jefferson County	Kentucky	USA	us	South Floyd Street	40209			University of Louisville			2126																					University of Louisville 	Biochemistry	71000	4.12	2003-2004	4th
4524	Florida State University			Tallahassee	Leon County	Florida	USA	us	West College Avenue	32306-1058						600																					Florida State University 	Mathematics/Program in Neuroscience	43000	2.19	2014-2015	5th
4525			The Hill	Boulder	Boulder County	Colorado	USA	us	Broadway	80802						1030								HEND													University of Colorado - Boulder 	Psychology and Neuroscience	15009	0.73	2014-2015	1st
4526	California Institute of Technology	San Pasqual Walk	Madison Heights	Pasadena	Los Angeles County	California	USA	us		91126																											California Institute of Technology 	Chemistry	30000	1.27	2014-2015	3rd
4527	University of Maryland, College Park				Prince George's County	Maryland	USA	us	Metzerott Road	20740		Berwyn											College Park														University of Maryland - College Park 	School of Public Policy	14200	0.52	2014-2015	1st
4528	University of Florida		Diamond Village Apartments	City of Gainesville Municipal Boundaries	Alachua County	Florida	USA	us	Mowry Road	32611																											University of Florida 	Food science and human nutrition	15000	0.78	2014-2015	3rd
4529				Columbia	Boone County	Missouri	USA	us		65211-7010	Lowry Mall																	Ellis Library									University of Missouri 	psychological sciences	12999	0.82	2011-2012	4th
4530	UMN			St. Paul	Ramsey County	Minnesota	USA	us	North Brompton Street	55108																											University of Minnesota - Twin Cities 	Chemical Engineering	26000	1.29	2006-2007	1st
4531	Cornell University				Ithaca Town	New York	USA	us	Forest Home Drive	14853										Forest Home																	Cornell University 	Materials Science and Engineering	31900	1.49	2014-2015	2nd
4532	Columbia University	College Walk		NYC	New York County	New York	USA	us		10027		Manhattan																									Columbia University 	economics 	27000	1.02	2014-2015	2nd
4533				Urbana	Champaign County	Illinois	USA	us	South Mathews Avenue	61801											B-3																University of Illinois - Urbana- Champaign 	Bioengineering	16500	0.96	2014-2015	1st
4534	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Physics	17800	0.85	2006-2007	6th and up
4535				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Molecular and Cellular Biology 	28900	1.5	2014-2015	1st
4536			Medical District	Austin	Travis County	Texas	USA	us	San Jacinto Boulevard	78712						2152									University of Texas at Austin												University of Texas - Austin 	chemical engineering	24000	1.22	2014-2015	4th
4537	University of Michigan			Ann Arbor	Washtenaw County	Michigan	USA	us	South State Street	48109						500																					University of Michigan - Ann Arbor 	Program in Biomedical Sciences	28500	1.44	2014-2015	1st
4538	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Economics	37000	1.48	2014-2015	1st
4539	BU		Audubon Square	Boston	Suffolk County	Massachusetts	USA	us	Commonwealth Avenue	02215		Fenway																									Boston University 	Economics	23000	0.87	2012-2013	5th
4540				Portland	Multnomah County	Oregon	USA	us	Southwest 6th Avenue	97204		Portland Downtown			OSU Beaver Store	538																					Oregon State University 	integrative biology	17700	0.99	2014-2015	5th
4541	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Cognitive Neuroscience Admitting Program	29520	1.57	2014-2015	1st
4542	University of Washington		Montlake	Seattle	King County	Washington	USA	us	Jefferson Road Northeast	98195-2350		University District																									University of Washington 	computer science and engineering	24900	1.24	2013-2014	1st
4543	University of Washington		Montlake	Seattle	King County	Washington	USA	us	Jefferson Road Northeast	98195-2350		University District																									University of Washington 	electrical engineering	18300	0.91	2013-2014	1st
4544	Northwestern University		Downtown	Evanston	Cook County	Illinois	USA	us	Haven Street	60201																											Northwestern University 	Chemistry	28000	1.28	2011-2012	1st
4545	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Material Science & Engineering	24300	1.41	2014-2015	3rd
4546			Washington Hill	Baltimore		Maryland	USA	us	Orleans Street	21287						1800						Johns Hopkins Hospital															Johns Hopkins University 	Economics	23000	0.98	2014-2015	6th and up
4547				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	integrative molecular and biomedical sciences	28900	1.5	2014-2015	3rd
4548			Washington Hill	Baltimore		Maryland	USA	us	Orleans Street	21287						1800						Johns Hopkins Hospital															Johns Hopkins University 	Economics	23000	0.98	2014-2015	5th
4549	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	electrical and computer engineering 	23850	1.38	2014-2015	6th and up
4550	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	materials science and engineering 	25000	1.19	2014-2015	1st
4551	University of Chicago		Woodlawn	Chicago	Cook County	Illinois	USA	us	South Ellis Avenue	60637																											University of Chicago 	Comparative Literature	25000	1.15	2014-2015	4th
4552	University of Central Florida				Orange County	Florida	USA	us	Libra Drive	32816							University Park																				University of Central Florida 	College of Education, Exceptional Education 	22000	1.0	2014-2015	1st
4553				Portland	Multnomah County	Oregon	USA	us	Southwest 6th Avenue	97204		Portland Downtown			OSU Beaver Store	538																					Oregon State University 	oceanography	23900	1.34	2014-2015	5th
4554	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Aeronautics & Astronautics	32000	1.28	2014-2015	2nd
4555	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Materials Science	30000	1.27	2014-2015	2nd
4556	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Mathematics	22802	0.96	2014-2015	4th
4557				Portland	Multnomah County	Oregon	USA	us	Southwest 6th Avenue	97204		Portland Downtown			OSU Beaver Store	538																					Oregon State University 	Ocean, Earth and Atmospheric Sciences	2140	0.12	2014-2015	4th
4558	Brown University		Fox Point	Providence	Bristol	Rhode Island	USA	us	Thayer Street	02912																											Brown University	philosophy	24000	1.16	2014-2015	3rd
4559	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	MSE	22000	1.28	2014-2015	3rd
4560	University of Maryland, College Park				Prince George's County	Maryland	USA	us	Metzerott Road	20740		Berwyn											College Park														University of Maryland - College Park 	Economics	17300	0.63	2014-2015	4th
4561				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Molecular and Human Genetics	29000	1.51	2014-2015	4th
4562	UCSD		University Center	San Diego	San Diego County	California	USA	us	Gilman Drive	92093		Torrey Pines				9500																					University of California - San Diego 	Bioengineering	27500	1.16	2014-2015	5th
4563				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	developmental biology	28975	1.51	2014-2015	2nd
4564	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Mechanical Engineering	32000	1.28	2006-2007	1st
4565	University of Chicago		Woodlawn	Chicago	Cook County	Illinois	USA	us	South Ellis Avenue	60637																											University of Chicago 	Sociology	-3000	-0.14	2014-2015	6th and up
4566	University of Washington		Montlake	Seattle	King County	Washington	USA	us	Jefferson Road Northeast	98195-2350		University District																									University of Washington 	Mechanical Engineering	21204	1.06	2014-2015	2nd
4567	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	30500	1.45	2014-2015	3rd
4568	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Electrical and Computer Engineering	25350	1.47	2014-2015	6th and up
4569	UMN			St. Paul	Ramsey County	Minnesota	USA	us	North Brompton Street	55108																											University of Minnesota - Twin Cities 	Medicinal Chemistry	24350	1.21	2014-2015	5th
4570	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Materials	24850	1.44	2014-2015	3rd
4571	California Institute of Technology	San Pasqual Walk	Madison Heights	Pasadena	Los Angeles County	California	USA	us		91126																											California Institute of Technology 	materials science	28500	1.21	2012-2013	5th
4572					Santa Barbara County	California	USA	us		93106									Isla Vista	UCSB																	University of California - Santa Barbara 	ECE	18538	0.75	2014-2015	2nd
4573				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Integrative Molecular and Biomedical Sciences	29500	1.54	2014-2015	3rd
4574				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Immunology	28925	1.51	2014-2015	6th and up
4575	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21176	1.01	2014-2015	4th
4576	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Chemical Engineering	26200	1.52	2014-2015	2nd
4577	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	medical microbiology and immunology	24000	1.21	2014-2015	2nd
4578	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	materials science and engineering	21000	1.22	2014-2015	2nd
4579				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	deveopmental biology	28900	1.5	2014-2015	3rd
4580	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Psychology	20200	1.07	2014-2015	6th and up
4581	Boston College				Middlesex County	Massachusetts	USA	us	Commonwealth Avenue	02467		Chestnut Hill				140			Newton																		Boston College 	English	19940	0.78	2014-2015	3rd
4582	University of Maryland, College Park				Prince George's County	Maryland	USA	us	Metzerott Road	20740		Berwyn											College Park														University of Maryland - College Park 	Environmental Science and Technology	24300	0.88	2014-2015	2nd
4583	MIT		Central Square		Middlesex County	Massachusetts	USA	us	Massachusetts Avenue	02238									Cambridge																		Massachusetts Institute of Technology 	Electrical Engineering and Computer Science	32952	1.29	2014-2015	6th and up
4584	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	mse	22500	1.07	2014-2015	5th
4585				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Molecular and Human Genetics	29000	1.51	2014-2015	3rd
4586				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Neuroscience	29000	1.51	2014-2015	3rd
4587	Harvard University		Old Cambridge		Middlesex County	Massachusetts	USA	us	John F. Kennedy Street	02163									Cambridge																		Harvard University 	Biological and Biomedical Sciences	34608	1.32	2014-2015	4th
4588	Boston College				Middlesex County	Massachusetts	USA	us	Commonwealth Avenue	02467		Chestnut Hill				140			Newton																		Boston College 	Chemistry	3636	0.14	2014-2015	4th
4589	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Chemical Engineering	26000	1.51	2014-2015	2nd
4590				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Developmental biology	28950	1.51	2014-2015	3rd
4591	Cornell University				Ithaca Town	New York	USA	us	Forest Home Drive	14853										Forest Home																	Cornell University 	CSL	33254	1.56	2014-2015	2nd
4592				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Neuroscience	29000	1.51	2014-2015	2nd
4593			La Jolla Farms	San Diego	San Diego County	California	USA	us	North Torrey Pines Road	92093-0068		Torrey Pines	Scripps Research Institute			10666																					Scripps Research Institute 	Chemistry or Biology	33000	1.39	2014-2015	5th
4594	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	biomedical engineering 	28000	1.18	2014-2015	3rd
4595	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Biology	21000	1.12	2007-2008	6th and up
4596	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Materials Science and Engineering	23300	1.35	2014-2015	1st
4597				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	IMBS	29000	1.51	2014-2015	5th
4598	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	Mathematics	32000	1.34	2014-2015	2nd
4599				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Neuroscience	29000	1.51	2014-2015	6th and up
4600	Northwestern University		Downtown	Evanston	Cook County	Illinois	USA	us	Haven Street	60201																											Northwestern University 	Engineering Sciences and Applied Mathematics	27150	1.25	2014-2015	2nd
4601	TU			New Orleans	Orleans Parish	Louisiana	USA	us	Drill Road	70118																											Tulane University 	Biomedical Engineering	24860	1.14	2014-2015	1st
